Employee ID,Tools and Software Usage,System Downtime,Technical Support Requests,,
102,7,2.7166430955406744,1,,
103,3,3.5168829799151187,3,,
104,5,3.5585560423442892,5,,
105,1,3.9878288807128093,5,,
106,10,1.666222800838617,0,,
107,5,4.6648858089120555,7,,
108,4,4.609772700335389,1,,
109,1,4.91831942,4,,
110,7,1.7871298562298712,3,,
111,1,4.363058216531896,4,,
112,8,1.5647023539979452,4,,
113,10,0.8465079577702124,9,,
114,2,2.566725429373122,7,,
115,10,0,9,,
116,5,1.5137975691384744,6,,
117,6,1.6911037067307029,8,,
118,9,0.11149367614056693,0,,
119,7,2.305197886,5,,
120,6,1.8556417117745672,5,,
121,5,3.439867220021481,1,,
122,6,3.0532733006201687,7,,
123,4,4.6174897792415734,5,,
124,1,4.093928418039949,9,,
125,9,0.33632823777027987,8,,
126,5,2.802884877880181,9,,
127,8,1.4338065870878185,4,,
128,7,3.3301064887175906,6,,
129,8,0.7436004407561612,5,,
130,1,4.815540062896359,4,,
131,9,0,5,,
132,1,4.353788644102414,3,,
133,3,2.7942161147959688,2,,
134,8,1.007240398594147,0,,
135,1,4.3183221278444055,0,,
136,1,3.5688737223121607,5,,
137,6,2.1923892643384106,8,,
138,5,2.028145111798503,7,,
139,6,2.4435244148004003,1,,
140,3,3.63110691,8,,
141,10,0,7,,
142,10,0,8,,
143,6,2.541458908603647,3,,
144,2,3.5770808397727474,8,,
145,8,2.2799812736257956,1,,
146,6,2.221192214619232,0,,
147,4,3.953424300822503,8,,
148,4,2.548093802366663,9,,
149,7,1.6889315716681943,7,,
150,3,3.2165215244234915,6,,
151,3,2.7258204814567732,7,,
152,6,2.4602142590770497,0,,
153,9,0.9244843165341621,8,,
154,1,4.5370371805991345,9,,
155,5,3.360496274395463,8,,
156,1,4.511212988,8,,
157,1,4.458437207366445,5,,
158,3,3.2710597848354523,3,,
159,3,3.0804495580860873,1,,
160,4,4.603116255930204,3,,
161,3,4.785121498564623,6,,
162,6,3.167184253847662,0,,
163,4,2.9073919987735053,8,,
164,8,1.2843758590806607,2,,
165,1,5,3,,
166,8,0,4,,
167,1,5,2,,
168,1,4.469576319957524,3,,
169,7,0.9366269582351174,4,,
170,1,5,0,,
171,9,0,8,,
172,8,2.0081774793848166,9,,
173,1,4.3288985980673225,9,,
174,2,5,3,,
175,2,2.826770908706502,8,,
176,2,3.9991244137593793,3,,
177,6,3.594712404542819,0,,
178,4,2.3712456854721538,4,,
179,8,0,8,,
180,1,5,2,,
181,10,0.21021194189649695,4,,
182,4,3.514823896360728,2,,
183,10,0.770216915,2,,
184,5,3.375562100433263,0,,
185,9,1.1464582095203095,1,,
186,5,3.092380460487375,1,,
187,3,3.856463413803043,8,,
188,4,3.4290766509704262,6,,
189,10,0,7,,
190,7,0.8281236835074015,1,,
191,1,5,8,,
192,6,2.5935903593905647,2,,
193,8,0,9,,
194,1,4.205975040389085,1,,
195,8,0.665529295,0,,
196,7,1.2610215819362383,8,,
197,1,4.761661086042458,7,,
198,9,0.5410477906397668,3,,
199,3,3.903898910864414,6,,
200,2,3.1442647480238097,2,,
201,7,1.8947782567536824,2,,
202,3,3.612956465229111,3,,
203,1,3.764662546747493,1,,
204,10,0.32779200392716934,9,,
205,3,3.5707200489002124,3,,
206,6,2.3581979912877764,9,,
207,3,3.5893349234564136,2,,
208,5,2.8243220409101957,7,,
209,9,1.0358567265693974,1,,
210,7,2.2079529306359023,8,,
211,2,4.172450762,2,,
212,1,3.4817617889013635,3,,
213,7,0.8763029324420257,9,,
214,4,4.579181676171076,9,,
215,7,1.9291494936666043,2,,
216,6,2.6383385688598877,2,,
217,7,3.0623231616000273,7,,
218,4,2.7247214708991825,7,,
219,3,3.5960912191687333,5,,
220,5,0.4770579236934145,3,,
221,3,3.8340203342376045,0,,
222,3,4.276175564897887,3,,
223,4,3.872938294657261,7,,
224,8,1.451590653247079,5,,
225,2,3.409673375558321,1,,
226,4,2.2951319182029293,2,,
227,3,0.5738426614817076,6,,
228,7,2.706581528707478,3,,
229,2,3.9137651247028034,3,,
230,1,5,4,,
231,10,0,7,,
232,1,3.116842830866533,6,,
233,6,1.1378886209662653,8,,
234,3,4.707604507566461,4,,
235,7,0.8153424589969527,0,,
236,8,3.113350793238269,3,,
237,5,4.879919362181022,5,,
238,5,2.7490505611996867,5,,
239,2,3.3893197757875377,8,,
240,8,0.6518031469820214,9,,
241,10,0,4,,
242,1,4.3906730170375505,4,,
243,10,0.10685870078910842,5,,
244,9,0,5,,
245,1,4.874132681491036,2,,
246,1,4.111251696409524,5,,
247,1,4.0510238555783245,7,,
248,7,2.4717680577398937,5,,
249,4,2.6125332072365786,4,,
250,7,0,2,,
251,5,1.3633502936244541,0,,
252,7,2.339289536708479,4,,
253,10,0,5,,
254,7,0.8107303308746934,5,,
255,4,2.5757504470249892,5,,
256,2,4.097221558738084,2,,
257,8,0.31729435225310176,3,,
258,2,3.888215368670144,2,,
259,9,0.4803555440391536,1,,
260,5,2.6331088635173634,7,,
261,9,0,6,,
262,9,0,7,,
263,8,1.1493942136024247,5,,
264,8,2.5189845835554143,6,,
265,4,2.9639339396176765,0,,
266,4,3.717876359579129,9,,
267,2,4.473579319818007,4,,
268,4,3.124852418426669,3,,
269,4,4.060315990031041,9,,
270,6,3.6102981555111597,2,,
271,3,3.208026799933215,1,,
272,2,3.973170469075185,8,,
273,8,1.0114090788551655,7,,
274,2,3.4892334114060866,9,,
275,8,1.6595378722631091,1,,
276,7,1.167526568917892,5,,
277,3,2.162577958427277,2,,
278,6,2.2547059408717627,2,,
279,6,0.1006162390320533,4,,
280,10,0,6,,
281,5,3.352379241858792,6,,
282,8,0.15031597507162076,9,,
283,5,2.6125605291461786,0,,
284,7,0.44744950540166073,6,,
285,6,1.586653711311797,6,,
286,7,1.8278289691140057,5,,
287,9,0,5,,
288,3,3.9993712043191545,1,,
289,10,2.1656189938478017,2,,
290,7,0.6194203291456493,2,,
291,10,0,2,,
292,3,2.2162808122667808,1,,
293,2,4.881673858358184,8,,
294,7,1.7471516574117918,5,,
295,4,3.360041774,1,,
296,1,3.566237924750081,2,,
297,6,1.349149819987728,9,,
298,6,1.7851996242828614,5,,
299,6,1.7787552960112327,3,,
300,2,5,6,,
301,1,3.731317863,5,,
302,3,2.710878977,5,,
303,2,1.7088928253812612,2,,
304,6,1.5292150256047563,7,,
305,6,1.3675413138518238,8,,
306,5,2.0223988723377064,5,,
307,10,0.6967047672987805,1,,
308,10,0,0,,
309,5,2.5557461781238637,2,,
310,9,0.6929588525667025,2,,
311,5,2.6348135256943985,7,,
312,10,0.065943608,4,,
313,6,2.4864090886670516,0,,
314,4,2.7847613868122987,3,,
315,10,0.096608485,6,,
316,1,4.681709392026803,4,,
317,4,2.5101750451535016,9,,
318,2,3.924211312146132,5,,
319,10,0.554135946,9,,
320,3,4.263540587075864,3,,
321,7,1.4015983331851314,1,,
322,7,2.246631839036923,8,,
323,1,5,1,,
324,8,1.8044767380716005,1,,
325,7,1.245015267522263,1,,
326,1,3.306457528995063,0,,
327,8,0.6522393517731091,2,,
328,2,3.113178287572617,5,,
329,8,1.069701919117823,6,,
330,3,3.357774799303617,0,,
331,10,0,4,,
332,7,0.6712950123929913,4,,
333,6,1.062973268591156,0,,
334,5,2.764204630333169,3,,
335,10,0.005267777,9,,
336,2,3.594335542800109,0,,
337,2,4.6064017622469375,0,,
338,1,5,6,,
339,9,0.10353302837115397,6,,
340,8,0.038633511950072474,2,,
341,8,0.944798246,6,,
342,1,5,2,,
343,5,2.830696145442774,1,,
344,6,4.0282730405787905,9,,
345,2,4.333225987362402,3,,
346,10,1.1150848070752994,9,,
347,5,3.1996416220674733,2,,
348,6,3.165683274,6,,
349,9,1.7809774344385265,0,,
350,10,1.0041124247584468,5,,
351,1,3.8671813638909005,1,,
352,10,0.5097897289597366,7,,
353,3,4.607925226194862,4,,
354,9,0,2,,
355,1,4.371027892188103,9,,
356,1,5,6,,
357,1,3.5043756577442275,1,,
358,7,1.427926607863546,4,,
359,5,1.7296260709259368,7,,
360,6,2.2252223383609424,0,,
361,8,0,0,,
362,2,4.381888643459329,2,,
363,2,5,2,,
364,3,4.3893702662248515,6,,
365,3,2.9978608706988954,5,,
366,3,3.3409134741561335,6,,
367,4,3.1225142398448056,3,,
368,3,4.486386071296589,1,,
369,2,3.9815808138134594,1,,
370,9,0.514375613,9,,
371,6,2.0246490693436634,0,,
372,3,2.962329881798103,8,,
373,9,0.3182311046161832,6,,
374,4,3.252295676,9,,
375,4,4.002564849997556,2,,
376,8,0,1,,
377,7,0,2,,
378,7,0,6,,
379,10,0,4,,
380,7,3.1750808004617643,2,,
381,10,1.7973349779332692,8,,
382,5,3.048422889,1,,
383,7,1.5547515558807743,6,,
384,4,3.0958270807583057,9,,
385,8,0.8062481673241244,5,,
386,9,1.8924465265031882,5,,
387,3,1.8925806529186495,6,,
388,7,0,5,,
389,10,1.311353891919886,1,,
390,9,2.361543528161647,4,,
391,1,4.589745336015114,2,,
392,2,2.7379095039741546,8,,
393,7,1.532180565129015,7,,
394,2,3.740044693455768,9,,
395,7,1.939711560436332,1,,
396,1,4.3537209561886465,0,,
397,3,2.5555228678014976,3,,
398,5,2.087890794862762,3,,
399,6,1.4244912722433156,9,,
400,9,2.1632344792394895,1,,
401,9,0,6,,
402,3,5,2,,
403,8,0.8435779795793321,6,,
404,4,3.1504477462514853,6,,
405,7,1.606906490090743,0,,
406,6,1.130174318603987,5,,
407,8,1.7078108009966817,3,,
408,6,2.432707627937086,7,,
409,4,4.146605196345522,7,,
410,2,2.877841149584894,2,,
411,7,1.2339145789329589,3,,
412,4,2.3627819086446795,0,,
413,9,0,9,,
414,9,0,1,,
415,7,0,6,,
416,5,2.1769583762126206,6,,
417,3,3.3420373022470393,8,,
418,3,4.03214187,9,,
419,9,0,8,,
420,9,0,8,,
421,4,3.729391334370174,5,,
422,1,3.7802170483327076,7,,
423,10,0,8,,
424,5,3.6216466229495925,6,,
425,8,0.8100860290798888,3,,
426,10,0.065728944,3,,
427,4,3.005386506614088,5,,
428,10,0.9526532293994716,3,,
429,10,1.8265557591292327,6,,
430,4,3.755416300249058,7,,
431,9,1.3954583137194012,7,,
432,9,0.14677693245314494,7,,
433,7,1.130486883683576,1,,
434,10,0,9,,
435,8,2.3967306732281273,1,,
436,4,4.119558374471554,1,,
437,8,1.6166726850782283,1,,
438,6,1.9768569874340565,3,,
439,3,3.835107545328028,4,,
440,7,1.189360900435211,3,,
441,3,2.5245296832624904,4,,
442,7,2.4992938076263314,3,,
443,5,3.461270499150475,6,,
444,4,2.864640013907783,9,,
445,3,3.582030636309158,0,,
446,8,0.2566364384930857,0,,
447,4,2.9924233402219382,1,,
448,8,0,0,,
449,10,1.587874768861381,9,,
450,3,2.6597831400359184,9,,
451,10,0,2,,
452,9,1.9030010670275397,5,,
453,6,4.067959287352758,9,,
454,5,3.625019066580641,5,,
455,5,1.2909122885272417,0,,
456,3,2.4047684440716246,5,,
457,2,4.128652485005364,4,,
458,6,2.3622729834926135,6,,
459,1,5,5,,
460,7,1.6873893193565075,6,,
461,5,2.974161685498322,1,,
462,4,1.2900579490003992,0,,
463,9,1.7365556001487343,6,,
464,10,0,8,,
465,1,2.742928658468834,1,,
466,4,2.2254171841775476,6,,
467,3,4.624276704,2,,
468,6,3.542330197589351,5,,
469,5,2.2255987949476426,2,,
470,7,1.349476794431304,9,,
471,1,3.267590902753319,4,,
472,5,1.9515521513155738,1,,
473,2,4.484839924168865,7,,
474,2,4.552714728607915,7,,
475,2,5,6,,
476,9,0.3706356617202502,5,,
477,10,1.4044482508332634,0,,
478,3,2.590009652405476,7,,
479,4,2.4108447887811355,0,,
480,5,1.9425439995273255,7,,
481,4,4.321827111747792,1,,
482,4,3.1499634011101363,7,,
483,5,2.8893056207535706,9,,
484,10,0,3,,
485,9,0,6,,
486,9,1.0135970504353424,4,,
487,6,2.475983524325223,7,,
488,3,2.8200721634646815,5,,
489,6,3.1294999627831657,4,,
490,10,0.7466614364206965,0,,
491,4,2.9941631679659593,2,,
492,3,2.6002796269704658,9,,
493,6,2.968774738409009,8,,
494,6,0.21030101040361693,8,,
495,2,5,4,,
496,9,0,2,,
497,8,0,5,,
498,6,3.4301015922497284,4,,
499,1,5,0,,
500,2,3.2801358311527764,1,,
501,4,3.3774011850512697,4,,
502,7,2.5069470496085993,8,,
503,9,0,3,,
504,10,1.1939024401995502,8,,
505,5,3.2269385975720275,2,,
506,10,0.6083983130978003,0,,
507,2,5,5,,
508,1,4.408632240893348,9,,
509,10,0.9115585553391794,6,,
510,1,3.6894638851702624,3,,
511,5,1.558737277040239,9,,
512,7,1.2682789997858084,4,,
513,9,0.25695337034635113,3,,
514,9,0.33641088563372445,2,,
515,8,1.7004041846681615,0,,
516,1,5,5,,
517,5,1.1767730522250877,9,,
518,6,1.2647585557103773,4,,
519,6,1.7939130154949998,0,,
520,4,2.399934673647639,4,,
521,1,4.561083528779755,5,,
522,3,3.3150532306739215,9,,
523,10,0,4,,
524,4,5,0,,
525,4,2.093861081908622,4,,
526,4,2.165659778842893,9,,
527,5,3.280688277107457,0,,
528,9,0,2,,
529,4,5,1,,
530,9,0.14704691518624724,0,,
531,9,0.4600669534437465,3,,
532,1,4.809471075,1,,
533,5,2.480632672512687,4,,
534,9,0,9,,
535,4,4.805568253985203,0,,
536,5,1.4990354097110172,9,,
537,4,3.4102735123808166,0,,
538,2,2.984547151825321,9,,
539,10,0,3,,
540,2,4.431070140942329,6,,
541,2,4.079326196376213,1,,
542,1,4.520579427090865,1,,
543,3,1.893739619273327,0,,
544,10,1.1404457867700528,4,,
545,1,4.938072856781307,5,,
546,4,4.582188050875142,5,,
547,1,4.376091754,1,,
548,4,3.6235090134903336,6,,
549,3,4.002171506852578,5,,
550,9,0,7,,
551,1,5,5,,
552,8,1.1595220480661221,8,,
553,9,0.9586002861898599,9,,
554,7,1.8958303766699278,1,,
555,1,1.7282103905083606,6,,
556,4,4.734975696945876,4,,
557,10,0,0,,
558,1,2.0726266156203157,2,,
559,4,1.9209142286528138,3,,
560,3,3.4530578345502416,1,,
561,2,5,6,,
562,1,3.195225665956591,0,,
563,6,1.062654022,2,,
564,7,3.0296924370016542,8,,
565,6,2.320281229961022,1,,
566,9,1.7060939462781195,4,,
567,9,3.359520038674442,3,,
568,2,5,2,,
569,2,3.894560773818629,4,,
570,9,0,5,,
571,1,4.823436953142736,0,,
572,5,1.1258746074978396,1,,
573,1,3.4705600872560476,0,,
574,7,1.6252776371125806,2,,
575,9,0.7526026876211596,7,,
576,6,1.6172603812915476,7,,
577,2,4.017846409793489,3,,
578,6,3.4256840815724963,5,,
579,9,0.7953819846892021,8,,
580,3,2.834432802124698,6,,
581,9,0,1,,
582,8,0.039836103,1,,
583,7,1.1656973023747415,2,,
584,8,0,7,,
585,10,0,9,,
586,6,2.088550051543011,8,,
587,3,2.021288431966527,2,,
588,7,0.7797413411672247,8,,
589,4,1.6979969062413103,9,,
590,10,1.1876068675257496,7,,
591,5,3.3602686289293175,4,,
592,8,1.8174050744048973,9,,
593,7,1.3182233752052435,2,,
594,7,0,6,,
595,8,2.138946872057132,8,,
596,10,0,5,,
597,3,4.702568544248169,2,,
598,3,1.3824805982689647,4,,
599,2,5,6,,
600,1,3.759699671238473,7,,
601,10,0,3,,
602,6,1.3799950110992474,1,,
603,6,2.877249569978738,9,,
604,10,1.0563434720992264,1,,
605,8,0,2,,
606,6,0.951593368,7,,
607,6,0.965239193,0,,
608,1,3.344028009884129,6,,
609,7,3.036081675565906,5,,
610,7,3.0659710486073255,1,,
611,10,0.6713238076569779,8,,
612,9,0.979641405,4,,
613,7,2.086202218607283,1,,
614,8,0.7225020275661338,2,,
615,4,1.8847495067182196,6,,
616,9,0.7939952086035689,6,,
617,1,5,9,,
618,8,0.1870768991100551,0,,
619,3,3.7819644884292063,9,,
620,1,4.392675116865881,3,,
621,2,4.332473252511592,5,,
622,6,1.6600296404307606,7,,
623,5,3.5139041329929706,2,,
624,3,2.7737277741228508,2,,
625,9,0.5327767019576966,7,,
626,8,1.764316230227824,7,,
627,3,2.969067013650623,7,,
628,2,4.765271129077867,0,,
629,8,1.7210725979957164,7,,
630,5,3.7012768987579148,7,,
631,9,2.2035821602729584,1,,
632,1,3.9657146207921574,8,,
633,10,0,6,,
634,3,3.9505997246840323,7,,
635,5,3.298472511187592,1,,
636,2,5,3,,
637,3,5,6,,
638,4,2.2732694542846517,5,,
639,4,4.974007802265642,6,,
640,9,1.6439335705975266,0,,
641,1,4.216568681627995,7,,
642,9,0.4102927373149958,6,,
643,9,0.17529761644927788,3,,
644,6,1.9930805515114116,0,,
645,1,4.856926853794852,7,,
646,6,3.137865674653784,9,,
647,8,1.634143445272319,6,,
648,5,2.7890478760611526,7,,
649,5,4.390341802267054,9,,
650,1,5,0,,
651,1,4.8722185096467925,4,,
652,8,1.6889647558534988,8,,
653,5,2.842554518749369,4,,
654,8,0.33127224909871966,9,,
655,10,0,2,,
656,2,2.4886468520224643,8,,
657,4,4.507902363,8,,
658,10,0.42074514889806736,3,,
659,9,0,3,,
660,3,5,7,,
661,6,3.176229252337487,6,,
662,7,2.115735666971556,4,,
663,3,1.4556761976252024,5,,
664,1,5,2,,
665,2,2.916179358168742,5,,
666,10,0.027896894,7,,
667,7,2.6464540161028784,9,,
668,7,0,8,,
669,1,4.305351996094193,2,,
670,10,0,7,,
671,7,0.9654924517932884,2,,
672,10,0,1,,
673,6,0,4,,
674,6,0.21405615173040982,3,,
675,7,2.431598143528806,4,,
676,7,0,5,,
677,1,5,2,,
678,10,0,0,,
679,5,3.951518118428373,3,,
680,8,0,5,,
681,8,1.307361241,1,,
682,3,4.649487636578482,1,,
683,3,2.311498985965294,0,,
684,7,0.063798605,8,,
685,4,1.5298972182813038,2,,
686,6,3.522950449385224,1,,
687,9,0,3,,
688,10,0.3005156804971314,5,,
689,2,1.9484965290761025,0,,
690,2,3.3750463019358437,8,,
691,6,1.748668739541507,8,,
692,3,3.4914789272616082,7,,
693,1,4.5136629233399175,5,,
694,2,4.679514315575607,3,,
695,7,2.568063847562839,1,,
696,4,3.362661971356079,7,,
697,2,2.8091114635512304,6,,
698,8,2.3966249658369505,3,,
699,4,1.6593337693966084,2,,
700,4,2.8566102536395412,5,,
701,2,3.2185253811387424,0,,
702,1,3.6668395059741923,1,,
703,1,3.571655025441858,6,,
704,3,3.4775984119602867,2,,
705,6,1.947656875348509,0,,
706,7,0.6059033240462934,1,,
707,9,1.5412947614311001,9,,
708,5,3.694458556575194,9,,
709,9,0.9646869225241401,8,,
710,8,0.7119094780126751,6,,
711,1,2.5791288500602136,6,,
712,3,3.452017279553388,9,,
713,8,0,7,,
714,9,0,7,,
715,4,3.4534626503693704,8,,
716,6,0.8529313514790786,1,,
717,4,3.2428628245720517,7,,
718,9,0.24879055155810637,7,,
719,2,5,4,,
720,6,3.50866377,4,,
721,3,2.946344469192484,3,,
722,10,0,4,,
723,4,1.0543324974467243,1,,
724,2,4.809372441343816,1,,
725,8,0,4,,
726,10,0,2,,
727,8,1.4911628590367534,0,,
728,1,3.1119131105436217,8,,
729,10,0,1,,
730,6,0.8578169214604205,9,,
731,1,2.332639621,1,,
732,6,0.8993381524500013,3,,
733,7,3.636898129362142,1,,
734,2,3.677439504002447,6,,
735,9,2.066801501069484,9,,
736,8,0.8485499297228545,0,,
737,9,0.4063721385446941,1,,
738,10,0.5836949027619234,4,,
739,4,4.027603143173384,1,,
740,4,3.5303319007472354,8,,
741,8,1.3371605514280867,3,,
742,1,4.631704845934612,8,,
743,8,0.8945660938631379,0,,
744,7,0.9147491744577323,0,,
745,7,1.812552309021954,0,,
746,9,0,3,,
747,10,0.038238507678092226,8,,
748,7,0.5755091814266287,7,,
749,2,4.304480817390308,6,,
750,1,1.7562908306631404,0,,
751,1,4.032735824966137,2,,
752,7,0,8,,
753,5,3.1939419888127905,8,,
754,4,3.4471502783061325,4,,
755,5,2.752137652649411,5,,
756,10,0,5,,
757,10,0.21274001806559983,9,,
758,6,2.8234340949567343,3,,
759,10,0,0,,
760,6,1.941195654263732,4,,
761,1,4.718119460650816,0,,
762,2,4.610282311477858,0,,
763,3,3.0111714417979853,4,,
764,4,1.9373443663902998,4,,
765,6,1.2119145592318636,6,,
766,9,0.9793337774953814,1,,
767,2,4.987702687655587,5,,
768,8,5,1,,
769,9,1.4454687081762319,9,,
770,2,4.372134541341349,4,,
771,9,0.5590398315906864,3,,
772,7,1.770811272802768,9,,
773,9,0,4,,
774,6,1.508634862767368,1,,
775,2,5,7,,
776,8,0.3444326015781636,7,,
777,10,0,5,,
778,9,1.549910612018806,2,,
779,8,0.7111944466676432,3,,
780,2,3.469848736816397,0,,
781,8,0,8,,
782,3,5,9,,
783,3,2.8519219887864935,4,,
784,9,0,7,,
785,9,0,2,,
786,9,1.7260675264464345,3,,
787,4,3.1459522726335267,3,,
788,7,1.5490655284673447,7,,
789,8,0.32448126341771477,8,,
790,5,2.664629097528188,2,,
791,1,5,6,,
792,9,0.2828236274151079,8,,
793,6,2.337502066157465,1,,
794,3,2.9378104693147584,3,,
795,3,4.309567386845873,2,,
796,10,1.0223096560479346,7,,
797,1,3.1845597817750386,3,,
798,8,0,8,,
799,2,2.177728773276757,0,,
800,1,4.571925592948525,0,,
801,7,0.4448728284188208,3,,
802,9,1.186282782,2,,
803,6,1.491820710947672,2,,
804,8,1.5838027669199817,9,,
805,8,0,1,,
806,9,0,9,,
807,7,0,9,,
808,9,0.7293050875324987,1,,
809,9,0,7,,
810,1,3.993534938071912,0,,
811,6,1.924611530765652,7,,
812,8,0.66300616,9,,
813,10,0,2,,
814,9,0.6319367148937545,1,,
815,4,3.0810618618845735,8,,
816,2,5,4,,
817,9,0.6470480646980468,4,,
818,9,0.23563807204181675,5,,
819,8,1.762247778,3,,
820,3,4.507855198681444,6,,
821,5,4.3512385761517285,6,,
822,2,4.584650595303218,8,,
823,3,2.0788209032028844,5,,
824,1,5,0,,
825,4,2.2109827481878366,8,,
826,5,1.6206534529729062,9,,
827,2,1.5471383788575985,8,,
828,3,2.4616448150974275,4,,
829,6,1.0454204188938219,6,,
830,6,1.6323027467751214,0,,
831,7,1.4991426657540354,3,,
832,9,0,9,,
833,4,1.7512987272919611,3,,
834,5,2.3295036925477146,4,,
835,2,2.708114098135424,5,,
836,6,0,3,,
837,4,2.929141095179684,5,,
838,5,2.400998372410679,9,,
839,7,1.5921168379236494,6,,
840,6,1.8662570587130078,2,,
841,8,0,8,,
842,6,1.912945363192411,7,,
843,10,0,0,,
844,8,1.2496496656607903,1,,
845,4,2.5109424994584444,1,,
846,7,2.0031963884173694,9,,
847,3,4.726147364519849,8,,
848,1,4.0523280091630065,8,,
849,9,0,8,,
850,9,0.7899440663666795,0,,
851,6,3.041205137127288,6,,
852,2,2.0843579793406075,2,,
853,8,0.9544393022801483,8,,
854,10,0,7,,
855,6,2.7289658219887496,2,,
856,7,1.4902294326467587,0,,
857,1,3.099445613499198,8,,
858,3,3.369227531055803,9,,
859,1,4.356797807503618,0,,
860,10,1.4885939779624033,2,,
861,1,3.7129665280501527,5,,
862,1,5,5,,
863,4,1.8802995994263751,9,,
864,7,1.297618772910691,3,,
865,7,1.2087808782377842,1,,
866,5,1.7274581809486809,9,,
867,6,1.624730550956702,5,,
868,2,2.281546584430571,9,,
869,5,0.9399614011416455,4,,
870,7,2.7172438936271344,5,,
871,9,0.670712001,6,,
872,6,1.1634651194195884,8,,
873,10,0.9426029620135035,6,,
874,4,4.568060759452249,3,,
875,3,4.260204578755383,9,,
876,9,0.6151654061866312,4,,
877,7,5,5,,
878,6,3.1138896529645477,8,,
879,7,3.2785352691945526,4,,
880,8,0,4,,
881,5,1.5685211733470146,6,,
882,3,3.2214363106396187,1,,
883,3,3.399988125878619,2,,
884,2,3.4551931587305598,1,,
885,8,1.998335189496172,9,,
886,1,3.2471110045863423,9,,
887,8,0.9069787117785681,1,,
888,3,2.58240073,2,,
889,9,0,5,,
890,2,3.4658855317027304,4,,
891,10,0,4,,
892,9,0.2615601556116598,1,,
893,6,2.062976919814492,1,,
894,1,4.017043266215921,0,,
895,5,2.2937907916921616,2,,
896,10,0.4870208630345063,6,,
897,9,0,4,,
898,6,1.7194999770801673,6,,
899,7,0.29021181215618963,8,,
900,4,4.810416783357745,5,,
901,1,4.463779429534734,1,,
902,5,3.2249029262599724,0,,
903,2,4.517622744420836,0,,
904,8,0.4402519724100973,9,,
905,4,4.436060494836333,8,,
906,1,4.366864353750095,5,,
